Transaction_ID,Transaction_Date,Amount (AUD),Merchant,Payment_Method,Terminal_ID,Location,Merchant_Type,Risk_Score (1-10)
TXN740915,2024-02-11,336.15,Clothing,Net Banking,TERM958,"Perth, WA",E-Commerce,10
TXN291947,2024-02-01,352.67,Supermarket,UPI,TERM696,"Adelaide, SA",Electronics,2
TXN155031,2024-01-18,161.3,Clothing,Credit Card,TERM713,"Sydney, NSW",E-Commerce,2
TXN963153,2024-01-06,277.19,Clothing,Cash,TERM474,"Brisbane, QLD",Electronics,2
TXN921262,2024-01-03,381.97,Restaurant,Credit Card,TERM841,"Brisbane, QLD",E-Commerce,5
TXN854183,2024-01-19,51.62,Electronics,Cash,TERM631,"Sydney, NSW",Electronics,9
TXN788584,2024-01-18,425.54,Supermarket,Net Banking,TERM155,"Brisbane, QLD",Fuel Station,1
TXN262700,2024-02-07,244.85,Supermarket,Cash,TERM293,"Adelaide, SA",Electronics,10
TXN566238,2024-01-25,53.77,Online Store,Net Banking,TERM793,"Sydney, NSW",E-Commerce,3
TXN363312,2024-02-20,234.26,Online Store,UPI,TERM185,"Perth, WA",Retail Grocery,8
TXN691736,2024-01-20,34.63,Online Store,Net Banking,TERM117,"Melbourne, VIC",Electronics,7
TXN149369,2024-02-11,184.86,Restaurant,UPI,TERM518,"Sydney, NSW",E-Commerce,4
TXN322558,2024-01-18,176.55,Restaurant,UPI,TERM907,"Perth, WA",Retail Grocery,8
TXN157179,2024-02-16,70.9,Clothing,Cash,TERM472,"Adelaide, SA",Fashion,3
TXN458119,2024-01-20,197.72,Online Store,UPI,TERM403,"Adelaide, SA",E-Commerce,7
TXN714924,2024-02-13,373.92,Restaurant,Debit Card,TERM410,"Melbourne, VIC",Retail Grocery,3
TXN276950,2024-01-07,472.56,Online Store,Net Banking,TERM566,"Perth, WA",Fuel Station,2
TXN961687,2024-02-19,257.69,Supermarket,Debit Card,TERM944,"Perth, WA",Electronics,3
TXN818818,2024-02-14,355.57,Supermarket,UPI,TERM901,"Adelaide, SA",Dining,9
TXN516720,2024-01-14,260.59,Electronics,Cash,TERM669,"Brisbane, QLD",E-Commerce,10
TXN319429,2024-02-08,143.12,Restaurant,Net Banking,TERM859,"Perth, WA",Fuel Station,6
TXN790483,2024-02-06,191.97,Supermarket,Net Banking,TERM617,"Brisbane, QLD",Fashion,5
TXN740737,2024-01-08,149.9,Supermarket,Cash,TERM363,"Perth, WA",Fuel Station,3
TXN562712,2024-01-30,104.46,Clothing,UPI,TERM568,"Sydney, NSW",Fashion,9
TXN592032,2024-02-16,115.71,Electronics,Cash,TERM513,"Melbourne, VIC",Retail Grocery,3
TXN855433,2024-01-27,491.84,Online Store,UPI,TERM959,"Perth, WA",Electronics,7
TXN493848,2024-02-02,335.58,Electronics,UPI,TERM788,"Perth, WA",Dining,2
TXN738325,2024-02-13,297.8,Restaurant,Credit Card,TERM698,"Melbourne, VIC",Electronics,5
TXN124265,2024-02-02,185.96,Restaurant,UPI,TERM880,"Brisbane, QLD",Electronics,1
TXN925266,2024-01-13,328.8,Supermarket,UPI,TERM881,"Perth, WA",Fuel Station,9
TXN172948,2024-01-15,477.32,Restaurant,Net Banking,TERM492,"Perth, WA",E-Commerce,3
TXN613107,2024-02-19,123.73,Electronics,UPI,TERM966,"Sydney, NSW",Fuel Station,2
TXN575281,2024-01-28,64.49,Clothing,Credit Card,TERM700,"Perth, WA",Retail Grocery,2
TXN268392,2024-01-30,457.35,Online Store,UPI,TERM277,"Perth, WA",Fashion,10
TXN574205,2024-02-05,145.52,Online Store,UPI,TERM823,"Brisbane, QLD",Fuel Station,5
TXN537469,2024-02-10,472.18,Electronics,UPI,TERM293,"Sydney, NSW",Fuel Station,6
TXN751273,2024-01-23,411.79,Restaurant,Cash,TERM132,"Brisbane, QLD",Fuel Station,5
TXN468947,2024-01-10,390.17,Online Store,Cash,TERM530,"Brisbane, QLD",E-Commerce,8
TXN842388,2024-02-19,370.23,Restaurant,Net Banking,TERM350,"Brisbane, QLD",E-Commerce,8
TXN886246,2024-01-21,310.54,Clothing,Debit Card,TERM499,"Melbourne, VIC",Electronics,10
TXN969859,2024-01-12,189.38,Restaurant,Debit Card,TERM685,"Brisbane, QLD",Retail Grocery,2
TXN492342,2024-02-03,463.03,Electronics,Credit Card,TERM469,"Perth, WA",Electronics,6
TXN654693,2024-01-05,209.97,Clothing,Credit Card,TERM535,"Sydney, NSW",E-Commerce,7
TXN167256,2024-01-20,150.85,Supermarket,Debit Card,TERM270,"Sydney, NSW",Fuel Station,10
TXN495371,2024-01-20,381.31,Supermarket,Credit Card,TERM110,"Perth, WA",Electronics,1
TXN378516,2024-02-07,138.81,Clothing,Net Banking,TERM100,"Perth, WA",Fuel Station,1
TXN272634,2024-01-19,162.12,Online Store,UPI,TERM545,"Sydney, NSW",Dining,2
TXN756944,2024-02-13,299.59,Restaurant,Debit Card,TERM812,"Adelaide, SA",Electronics,7
TXN257961,2024-02-07,130.87,Electronics,Cash,TERM616,"Adelaide, SA",Dining,3
TXN340530,2024-02-17,300.4,Supermarket,Cash,TERM260,"Brisbane, QLD",Fashion,1
TXN653731,2024-01-07,456.75,Supermarket,Net Banking,TERM103,"Sydney, NSW",Fuel Station,8
TXN659156,2024-01-15,204.13,Supermarket,Net Banking,TERM531,"Sydney, NSW",E-Commerce,6
TXN571881,2024-01-28,188.31,Electronics,Cash,TERM362,"Adelaide, SA",Fuel Station,10
TXN489249,2024-01-06,189.49,Electronics,Credit Card,TERM809,"Adelaide, SA",Retail Grocery,9
TXN540442,2024-01-30,152.87,Restaurant,UPI,TERM213,"Perth, WA",E-Commerce,7
TXN779686,2024-01-13,116.45,Online Store,Net Banking,TERM959,"Melbourne, VIC",E-Commerce,1
TXN168303,2024-01-08,453.47,Restaurant,Cash,TERM923,"Adelaide, SA",Fuel Station,9
TXN474260,2024-02-10,37.55,Supermarket,Net Banking,TERM544,"Sydney, NSW",Retail Grocery,10
TXN201157,2024-02-06,458.88,Online Store,Net Banking,TERM591,"Perth, WA",E-Commerce,2
TXN289101,2024-02-03,366.03,Electronics,UPI,TERM680,"Melbourne, VIC",Dining,10
TXN194145,2024-02-11,156.01,Clothing,UPI,TERM201,"Sydney, NSW",Retail Grocery,7
TXN606124,2024-02-19,400.35,Online Store,Cash,TERM746,"Adelaide, SA",Retail Grocery,5
TXN165039,2024-01-28,396.29,Electronics,Net Banking,TERM465,"Adelaide, SA",Fuel Station,5
TXN597655,2024-01-27,188.05,Restaurant,Credit Card,TERM473,"Sydney, NSW",Dining,8
TXN884823,2024-02-04,201.49,Supermarket,Credit Card,TERM284,"Sydney, NSW",E-Commerce,8
TXN336253,2024-01-04,40.31,Electronics,Net Banking,TERM569,"Melbourne, VIC",Fashion,2
TXN665580,2024-01-28,69.41,Electronics,Credit Card,TERM817,"Sydney, NSW",Dining,1
TXN549539,2024-02-08,294.14,Clothing,Net Banking,TERM835,"Perth, WA",Retail Grocery,1
TXN336984,2024-01-03,179.29,Online Store,Cash,TERM364,"Brisbane, QLD",Electronics,9
TXN297072,2024-02-03,335.38,Clothing,Debit Card,TERM526,"Brisbane, QLD",Dining,1
TXN728559,2024-01-14,240.64,Restaurant,Net Banking,TERM411,"Brisbane, QLD",Fuel Station,10
TXN264850,2024-01-23,276.89,Restaurant,Debit Card,TERM292,"Perth, WA",Fuel Station,4
TXN783045,2024-02-02,148.56,Restaurant,Cash,TERM581,"Melbourne, VIC",Fashion,1
TXN394702,2024-02-20,32.88,Online Store,Credit Card,TERM427,"Brisbane, QLD",Electronics,8
TXN328095,2024-01-29,171.38,Online Store,UPI,TERM593,"Perth, WA",E-Commerce,3
TXN690326,2024-01-07,264.29,Electronics,Debit Card,TERM591,"Perth, WA",Fashion,4
TXN420921,2024-01-21,224.79,Supermarket,UPI,TERM849,"Adelaide, SA",Dining,1
TXN896280,2024-02-10,498.03,Restaurant,Net Banking,TERM478,"Brisbane, QLD",E-Commerce,2
TXN337011,2024-01-31,334.59,Supermarket,Net Banking,TERM870,"Melbourne, VIC",Retail Grocery,10
TXN861334,2024-01-04,386.99,Restaurant,Debit Card,TERM373,"Sydney, NSW",Fuel Station,2
TXN901477,2024-02-11,499.38,Clothing,Debit Card,TERM172,"Brisbane, QLD",Fuel Station,10
TXN278205,2024-02-18,429.65,Electronics,Net Banking,TERM724,"Melbourne, VIC",Dining,2
TXN674058,2024-01-12,144.51,Electronics,Net Banking,TERM424,"Brisbane, QLD",Fuel Station,7
TXN890904,2024-01-26,459.16,Clothing,Credit Card,TERM545,"Melbourne, VIC",Dining,6
TXN996895,2024-01-27,127.33,Electronics,UPI,TERM692,"Adelaide, SA",Electronics,3
TXN524544,2024-02-05,254.88,Clothing,Cash,TERM363,"Adelaide, SA",Dining,7
TXN726522,2024-01-27,456.73,Restaurant,Cash,TERM607,"Sydney, NSW",Retail Grocery,1
TXN342698,2024-02-13,434.02,Clothing,Debit Card,TERM597,"Perth, WA",Fashion,8
TXN860313,2024-01-25,368.46,Clothing,Cash,TERM344,"Brisbane, QLD",Retail Grocery,8
TXN437620,2024-01-15,416.17,Restaurant,Cash,TERM856,"Melbourne, VIC",Fuel Station,2
TXN769157,2024-01-17,190.15,Restaurant,Credit Card,TERM952,"Brisbane, QLD",Electronics,9
TXN497740,2024-02-05,329.55,Online Store,Debit Card,TERM394,"Melbourne, VIC",Retail Grocery,1
TXN602906,2024-02-16,289.76,Online Store,Credit Card,TERM510,"Adelaide, SA",E-Commerce,3
TXN466555,2024-02-16,83.21,Online Store,Cash,TERM780,"Sydney, NSW",Dining,1
TXN524733,2024-01-07,264.35,Electronics,Net Banking,TERM129,"Melbourne, VIC",Dining,9
TXN391825,2024-02-18,124.77,Electronics,UPI,TERM808,"Melbourne, VIC",Fuel Station,4
TXN374917,2024-01-26,268.06,Online Store,Credit Card,TERM515,"Sydney, NSW",Fashion,7
TXN584259,2024-01-26,447.74,Restaurant,Cash,TERM997,"Brisbane, QLD",Retail Grocery,8
TXN107121,2024-01-27,53.95,Online Store,Net Banking,TERM934,"Melbourne, VIC",Electronics,8
TXN142812,2024-02-20,193.73,Electronics,Debit Card,TERM566,"Brisbane, QLD",Electronics,7
TXN931859,2024-02-20,266.02,Electronics,Credit Card,TERM807,"Sydney, NSW",Dining,3
TXN106994,2024-02-08,303.4,Supermarket,Debit Card,TERM346,"Perth, WA",Fuel Station,6
TXN497028,2024-01-01,487.69,Online Store,Cash,TERM146,"Sydney, NSW",E-Commerce,5
TXN366123,2024-02-13,381.35,Restaurant,UPI,TERM829,"Sydney, NSW",Retail Grocery,4
TXN766025,2024-02-18,187.07,Restaurant,Debit Card,TERM992,"Sydney, NSW",Electronics,10
TXN220072,2024-01-15,312.64,Restaurant,Debit Card,TERM180,"Adelaide, SA",Retail Grocery,5
TXN239336,2024-02-05,11.32,Electronics,Credit Card,TERM297,"Melbourne, VIC",Dining,6
TXN655111,2024-01-27,195.01,Restaurant,Debit Card,TERM969,"Brisbane, QLD",Dining,9
TXN799094,2024-01-29,318.55,Electronics,Net Banking,TERM517,"Sydney, NSW",Fashion,8
TXN677486,2024-01-13,271.68,Online Store,Cash,TERM442,"Brisbane, QLD",Retail Grocery,3
TXN301775,2024-01-18,146.08,Electronics,UPI,TERM991,"Melbourne, VIC",Retail Grocery,4
TXN275796,2024-02-08,345.49,Online Store,Credit Card,TERM301,"Melbourne, VIC",E-Commerce,9
TXN870451,2024-01-27,101.16,Restaurant,Cash,TERM247,"Brisbane, QLD",Retail Grocery,9
TXN907529,2024-01-20,178.38,Supermarket,UPI,TERM973,"Perth, WA",Dining,4
TXN637128,2024-01-18,246.11,Restaurant,Debit Card,TERM750,"Perth, WA",E-Commerce,2
TXN694938,2024-01-16,20.7,Online Store,Net Banking,TERM204,"Brisbane, QLD",Retail Grocery,4
TXN967996,2024-02-05,281.2,Supermarket,Net Banking,TERM639,"Sydney, NSW",Fuel Station,6
TXN965281,2024-01-01,365.2,Supermarket,Cash,TERM663,"Brisbane, QLD",Fuel Station,1
TXN280555,2024-02-15,15.13,Electronics,UPI,TERM844,"Adelaide, SA",Dining,2
TXN333127,2024-02-09,300.1,Supermarket,Credit Card,TERM290,"Melbourne, VIC",E-Commerce,9
TXN563009,2024-01-01,352.82,Electronics,Net Banking,TERM276,"Perth, WA",Fashion,2
TXN242468,2024-01-04,255.71,Electronics,Net Banking,TERM269,"Brisbane, QLD",Fashion,10
TXN246438,2024-02-08,313.58,Restaurant,Net Banking,TERM662,"Sydney, NSW",Electronics,6
TXN444565,2024-01-17,408.92,Electronics,Debit Card,TERM353,"Brisbane, QLD",Dining,5
TXN323262,2024-01-08,277.15,Supermarket,UPI,TERM398,"Melbourne, VIC",Dining,5
TXN515464,2024-01-05,489.5,Restaurant,Debit Card,TERM130,"Perth, WA",Retail Grocery,8
TXN267557,2024-02-13,272.4,Supermarket,Debit Card,TERM751,"Brisbane, QLD",Retail Grocery,8
TXN520380,2024-01-16,55.98,Restaurant,Cash,TERM466,"Brisbane, QLD",E-Commerce,8
TXN660043,2024-01-20,32.39,Electronics,UPI,TERM956,"Adelaide, SA",Fashion,3
TXN734420,2024-02-02,106.32,Online Store,UPI,TERM798,"Perth, WA",E-Commerce,3
TXN884452,2024-02-08,421.86,Electronics,UPI,TERM915,"Sydney, NSW",Fashion,5
TXN328506,2024-01-10,351.92,Clothing,Debit Card,TERM578,"Brisbane, QLD",E-Commerce,3
TXN529402,2024-01-19,24.8,Supermarket,Credit Card,TERM987,"Melbourne, VIC",Fuel Station,3
TXN260842,2024-02-15,227.93,Online Store,UPI,TERM601,"Melbourne, VIC",Dining,4
TXN494129,2024-02-05,68.32,Electronics,Debit Card,TERM550,"Melbourne, VIC",Fuel Station,7
TXN550980,2024-02-11,232.49,Clothing,Debit Card,TERM148,"Sydney, NSW",Dining,9
TXN534197,2024-02-08,54.57,Clothing,Debit Card,TERM761,"Perth, WA",Electronics,5
TXN634281,2024-02-18,164.84,Restaurant,Credit Card,TERM978,"Adelaide, SA",Retail Grocery,6
TXN814486,2024-01-26,214.24,Online Store,Cash,TERM379,"Sydney, NSW",E-Commerce,5
TXN252351,2024-01-20,294.32,Restaurant,Net Banking,TERM759,"Brisbane, QLD",Electronics,7
TXN324808,2024-01-09,414.49,Clothing,Cash,TERM981,"Brisbane, QLD",E-Commerce,5
TXN501814,2024-01-10,58.14,Online Store,Credit Card,TERM976,"Brisbane, QLD",Dining,3
TXN347652,2024-02-02,495.36,Clothing,UPI,TERM848,"Perth, WA",Retail Grocery,4
TXN247784,2024-01-29,254.0,Supermarket,Credit Card,TERM133,"Perth, WA",E-Commerce,5
TXN164985,2024-01-30,86.93,Restaurant,Net Banking,TERM596,"Brisbane, QLD",Dining,1
TXN120070,2024-01-15,219.27,Supermarket,UPI,TERM528,"Sydney, NSW",Fashion,8
TXN895766,2024-01-10,350.33,Electronics,UPI,TERM993,"Adelaide, SA",Retail Grocery,7
TXN935469,2024-01-13,144.09,Supermarket,Debit Card,TERM877,"Melbourne, VIC",Fashion,1
TXN311371,2024-01-10,208.49,Clothing,Cash,TERM308,"Adelaide, SA",Dining,7
TXN633253,2024-02-18,463.15,Supermarket,UPI,TERM748,"Brisbane, QLD",Retail Grocery,4
TXN271912,2024-01-17,366.64,Clothing,Credit Card,TERM798,"Perth, WA",Electronics,4
TXN637905,2024-02-04,331.22,Restaurant,Net Banking,TERM606,"Brisbane, QLD",Retail Grocery,6
TXN422964,2024-01-25,311.16,Supermarket,Credit Card,TERM948,"Melbourne, VIC",E-Commerce,7
TXN817403,2024-01-17,243.81,Restaurant,Net Banking,TERM726,"Brisbane, QLD",Fuel Station,8
TXN767980,2024-01-03,236.89,Electronics,Debit Card,TERM235,"Brisbane, QLD",Dining,4
TXN192637,2024-01-17,82.35,Online Store,UPI,TERM962,"Adelaide, SA",Fuel Station,9
TXN984836,2024-02-18,350.5,Electronics,Debit Card,TERM546,"Adelaide, SA",Fuel Station,9
TXN175518,2024-01-21,276.43,Restaurant,Cash,TERM132,"Perth, WA",Electronics,1
TXN566479,2024-02-04,358.36,Restaurant,UPI,TERM133,"Brisbane, QLD",Retail Grocery,1
TXN661871,2024-02-07,11.79,Clothing,Net Banking,TERM799,"Brisbane, QLD",Electronics,8
TXN443846,2024-01-22,60.99,Clothing,Cash,TERM835,"Brisbane, QLD",E-Commerce,5
TXN822860,2024-01-29,297.79,Supermarket,UPI,TERM143,"Brisbane, QLD",Fashion,6
TXN959722,2024-01-25,187.98,Supermarket,Net Banking,TERM982,"Sydney, NSW",Dining,10
TXN195324,2024-02-02,140.66,Restaurant,UPI,TERM151,"Sydney, NSW",Fuel Station,10
TXN167012,2024-01-10,434.08,Supermarket,UPI,TERM228,"Perth, WA",E-Commerce,4
TXN482717,2024-01-31,188.37,Clothing,Cash,TERM229,"Brisbane, QLD",Retail Grocery,7
TXN717879,2024-01-30,315.43,Clothing,UPI,TERM389,"Perth, WA",Fashion,4
TXN846159,2024-01-06,364.38,Online Store,Net Banking,TERM807,"Melbourne, VIC",Electronics,3
TXN142083,2024-01-09,404.18,Clothing,UPI,TERM362,"Adelaide, SA",Dining,6
TXN467102,2024-01-28,281.09,Electronics,Debit Card,TERM816,"Adelaide, SA",Electronics,1
TXN372165,2024-02-01,192.64,Online Store,Debit Card,TERM874,"Sydney, NSW",Fashion,9
TXN186376,2024-01-03,126.13,Clothing,Credit Card,TERM229,"Brisbane, QLD",Dining,10
TXN764033,2024-01-15,310.81,Supermarket,Cash,TERM463,"Brisbane, QLD",E-Commerce,5
TXN705778,2024-01-15,262.72,Restaurant,Cash,TERM617,"Perth, WA",Fuel Station,5
TXN933375,2024-01-10,318.49,Clothing,Net Banking,TERM507,"Brisbane, QLD",Retail Grocery,1
TXN753054,2024-01-27,334.29,Clothing,Debit Card,TERM492,"Perth, WA",Electronics,3
TXN721110,2024-01-14,33.43,Online Store,Debit Card,TERM203,"Adelaide, SA",Fuel Station,8
TXN400677,2024-01-16,371.11,Clothing,Credit Card,TERM846,"Perth, WA",Fuel Station,10
TXN749497,2024-01-23,21.8,Clothing,Debit Card,TERM741,"Adelaide, SA",E-Commerce,6
TXN239477,2024-02-16,309.58,Supermarket,Cash,TERM884,"Adelaide, SA",Fashion,8
TXN131564,2024-01-09,148.05,Clothing,Debit Card,TERM679,"Perth, WA",Electronics,8
TXN361364,2024-02-09,239.26,Electronics,UPI,TERM908,"Adelaide, SA",Fashion,9
TXN714162,2024-02-03,312.73,Electronics,UPI,TERM771,"Brisbane, QLD",Fashion,3
TXN235048,2024-02-07,24.51,Clothing,Debit Card,TERM139,"Brisbane, QLD",Retail Grocery,2
TXN499523,2024-01-28,233.58,Clothing,Debit Card,TERM952,"Melbourne, VIC",Fashion,8
TXN451777,2024-02-04,302.35,Restaurant,UPI,TERM765,"Melbourne, VIC",Retail Grocery,5
TXN481735,2024-02-14,378.06,Restaurant,Debit Card,TERM645,"Adelaide, SA",Fashion,5
TXN678543,2024-01-08,311.27,Restaurant,Debit Card,TERM762,"Adelaide, SA",Fuel Station,4
TXN109635,2024-02-18,22.83,Supermarket,Debit Card,TERM581,"Adelaide, SA",Electronics,1
TXN988724,2024-01-20,229.85,Clothing,Cash,TERM641,"Adelaide, SA",Dining,2
TXN968729,2024-02-05,118.73,Clothing,Credit Card,TERM750,"Sydney, NSW",Fuel Station,1
TXN129857,2024-02-18,446.12,Electronics,Cash,TERM671,"Sydney, NSW",Fuel Station,4
TXN847529,2024-02-17,360.32,Online Store,Credit Card,TERM760,"Sydney, NSW",Retail Grocery,1
TXN673941,2024-02-19,481.62,Online Store,Cash,TERM626,"Melbourne, VIC",Fuel Station,8
TXN727033,2024-02-12,431.54,Electronics,Credit Card,TERM333,"Brisbane, QLD",Fuel Station,8
TXN836934,2024-01-12,326.69,Supermarket,Debit Card,TERM178,"Brisbane, QLD",Fuel Station,3
TXN556833,2024-02-03,441.96,Online Store,UPI,TERM637,"Sydney, NSW",Electronics,3
TXN956805,2024-02-09,324.18,Clothing,Net Banking,TERM940,"Adelaide, SA",Electronics,9
TXN485819,2024-01-23,160.07,Online Store,Credit Card,TERM698,"Perth, WA",E-Commerce,1
TXN840748,2024-02-14,432.38,Electronics,Cash,TERM933,"Perth, WA",E-Commerce,5
TXN441372,2024-01-06,479.68,Supermarket,Credit Card,TERM435,"Perth, WA",Retail Grocery,4
TXN145081,2024-01-07,66.05,Electronics,Net Banking,TERM200,"Adelaide, SA",Fashion,7
TXN824002,2024-02-15,32.5,Supermarket,Credit Card,TERM621,"Perth, WA",Fuel Station,4
TXN695670,2024-01-01,178.35,Supermarket,UPI,TERM782,"Sydney, NSW",Fuel Station,3
TXN130382,2024-01-24,82.34,Electronics,Credit Card,TERM666,"Brisbane, QLD",Dining,5
TXN255614,2024-01-03,282.55,Online Store,Net Banking,TERM731,"Adelaide, SA",Electronics,6
TXN961001,2024-02-02,289.74,Online Store,Cash,TERM660,"Melbourne, VIC",Retail Grocery,5
TXN918173,2024-01-05,382.44,Supermarket,Debit Card,TERM571,"Sydney, NSW",Fuel Station,8
TXN849067,2024-02-17,106.45,Clothing,Cash,TERM498,"Melbourne, VIC",Fuel Station,9
TXN542542,2024-02-07,375.52,Supermarket,Cash,TERM240,"Adelaide, SA",Dining,3
TXN346944,2024-01-08,470.89,Restaurant,Debit Card,TERM934,"Perth, WA",Retail Grocery,1
TXN503875,2024-01-29,338.59,Electronics,Credit Card,TERM704,"Sydney, NSW",Fashion,4
TXN461846,2024-02-17,60.89,Clothing,UPI,TERM870,"Perth, WA",E-Commerce,2
TXN482137,2024-01-01,260.33,Electronics,Cash,TERM849,"Sydney, NSW",E-Commerce,9
TXN156155,2024-01-19,440.71,Online Store,Credit Card,TERM984,"Adelaide, SA",Fashion,7
TXN468339,2024-02-08,248.0,Supermarket,Net Banking,TERM533,"Perth, WA",Electronics,7
TXN975111,2024-01-10,165.91,Electronics,Credit Card,TERM111,"Brisbane, QLD",Electronics,10
TXN760296,2024-02-13,18.55,Restaurant,Debit Card,TERM313,"Brisbane, QLD",E-Commerce,3
TXN457946,2024-01-16,45.62,Clothing,Credit Card,TERM638,"Perth, WA",Dining,10
TXN840283,2024-01-17,255.75,Online Store,Net Banking,TERM669,"Perth, WA",Dining,1
TXN355311,2024-01-16,166.81,Clothing,Credit Card,TERM378,"Sydney, NSW",Retail Grocery,9
TXN610507,2024-01-20,350.7,Clothing,Debit Card,TERM464,"Brisbane, QLD",Fashion,7
TXN275683,2024-01-16,141.97,Restaurant,UPI,TERM789,"Brisbane, QLD",Fashion,6
TXN385206,2024-01-14,124.09,Clothing,Debit Card,TERM790,"Sydney, NSW",Electronics,2
TXN982989,2024-01-13,235.59,Supermarket,UPI,TERM984,"Adelaide, SA",Retail Grocery,2
TXN311147,2024-02-06,249.88,Supermarket,Debit Card,TERM709,"Perth, WA",Dining,6
TXN902292,2024-02-01,118.98,Clothing,Net Banking,TERM222,"Melbourne, VIC",Dining,2
TXN388626,2024-01-08,70.82,Online Store,Net Banking,TERM394,"Melbourne, VIC",Fashion,6
TXN119892,2024-01-28,486.6,Supermarket,Cash,TERM895,"Sydney, NSW",Electronics,9
TXN289666,2024-01-06,166.49,Clothing,Credit Card,TERM597,"Sydney, NSW",Dining,9
TXN171380,2024-01-08,244.29,Electronics,Debit Card,TERM108,"Brisbane, QLD",Fashion,1
TXN608064,2024-01-09,442.31,Online Store,Debit Card,TERM754,"Brisbane, QLD",Fashion,2
TXN262987,2024-01-07,465.54,Online Store,Cash,TERM501,"Melbourne, VIC",Dining,2
TXN446278,2024-01-16,63.43,Clothing,Net Banking,TERM157,"Brisbane, QLD",Fashion,10
TXN698219,2024-02-02,492.53,Clothing,Cash,TERM426,"Perth, WA",Electronics,5
TXN692902,2024-01-05,422.04,Clothing,UPI,TERM219,"Sydney, NSW",Fuel Station,9
TXN219241,2024-02-04,230.11,Electronics,Cash,TERM992,"Adelaide, SA",Electronics,1
TXN755268,2024-01-05,127.46,Supermarket,Cash,TERM227,"Brisbane, QLD",Retail Grocery,8
TXN758195,2024-02-18,20.18,Online Store,Cash,TERM310,"Melbourne, VIC",Dining,2
TXN753487,2024-01-16,496.07,Electronics,Cash,TERM120,"Adelaide, SA",Dining,5
TXN745439,2024-01-05,198.47,Online Store,Net Banking,TERM582,"Melbourne, VIC",Electronics,1
TXN634082,2024-02-01,286.78,Supermarket,Debit Card,TERM414,"Adelaide, SA",Fuel Station,6
TXN445802,2024-02-05,231.24,Online Store,Net Banking,TERM556,"Melbourne, VIC",Dining,4
TXN870375,2024-02-04,11.2,Electronics,Debit Card,TERM588,"Brisbane, QLD",Fuel Station,10
TXN629256,2024-01-09,434.52,Electronics,Net Banking,TERM271,"Brisbane, QLD",E-Commerce,6
TXN786374,2024-01-25,13.14,Clothing,Net Banking,TERM362,"Melbourne, VIC",Dining,4
TXN895290,2024-01-30,55.66,Online Store,Net Banking,TERM911,"Brisbane, QLD",Retail Grocery,10
TXN773541,2024-01-15,347.19,Restaurant,Net Banking,TERM861,"Perth, WA",Electronics,9
TXN699823,2024-02-10,120.65,Electronics,Credit Card,TERM609,"Adelaide, SA",Electronics,10
TXN382406,2024-01-18,390.75,Supermarket,Debit Card,TERM215,"Brisbane, QLD",E-Commerce,10
TXN899596,2024-01-12,396.88,Online Store,Credit Card,TERM209,"Perth, WA",E-Commerce,3
TXN560230,2024-01-31,378.62,Electronics,Cash,TERM344,"Brisbane, QLD",Electronics,8
TXN658551,2024-01-11,268.22,Online Store,Credit Card,TERM718,"Melbourne, VIC",Retail Grocery,9
TXN316546,2024-02-18,210.35,Restaurant,Debit Card,TERM285,"Perth, WA",Fashion,8
TXN151927,2024-01-23,98.17,Electronics,Debit Card,TERM677,"Brisbane, QLD",Dining,10
TXN666584,2024-01-21,73.65,Restaurant,Net Banking,TERM515,"Brisbane, QLD",Electronics,3
TXN546417,2024-01-27,349.27,Electronics,Net Banking,TERM277,"Sydney, NSW",Electronics,9
TXN402289,2024-02-01,49.77,Clothing,Credit Card,TERM702,"Perth, WA",Electronics,3
TXN130107,2024-02-15,215.75,Online Store,Cash,TERM298,"Sydney, NSW",Fashion,6
TXN809611,2024-01-11,177.45,Restaurant,Net Banking,TERM683,"Sydney, NSW",Fuel Station,9
TXN674673,2024-02-08,374.36,Electronics,Debit Card,TERM659,"Sydney, NSW",Fuel Station,10
TXN799261,2024-02-12,385.93,Electronics,UPI,TERM529,"Brisbane, QLD",E-Commerce,2
TXN461388,2024-01-30,342.01,Online Store,UPI,TERM146,"Perth, WA",Fashion,2
TXN631666,2024-02-12,129.44,Electronics,UPI,TERM536,"Perth, WA",Electronics,10
TXN520234,2024-02-15,472.2,Electronics,UPI,TERM404,"Adelaide, SA",E-Commerce,8
TXN382808,2024-01-16,454.38,Electronics,UPI,TERM478,"Melbourne, VIC",Retail Grocery,8
TXN857672,2024-01-31,351.25,Online Store,Credit Card,TERM684,"Sydney, NSW",Retail Grocery,9
TXN338677,2024-01-25,273.7,Online Store,Credit Card,TERM862,"Sydney, NSW",E-Commerce,5
TXN227403,2024-01-17,318.38,Supermarket,Credit Card,TERM402,"Perth, WA",Retail Grocery,10
TXN218250,2024-02-13,93.88,Restaurant,Net Banking,TERM357,"Sydney, NSW",E-Commerce,10
TXN240830,2024-02-13,418.59,Online Store,Credit Card,TERM256,"Perth, WA",Fuel Station,2
TXN749749,2024-02-03,80.42,Online Store,Net Banking,TERM654,"Melbourne, VIC",Retail Grocery,1
TXN726918,2024-01-18,247.81,Supermarket,Credit Card,TERM185,"Melbourne, VIC",Electronics,10
TXN312042,2024-02-16,270.18,Clothing,Credit Card,TERM627,"Sydney, NSW",Fuel Station,7
TXN793241,2024-02-02,378.24,Online Store,Credit Card,TERM115,"Brisbane, QLD",Fuel Station,10
