Transaction_ID,Transaction_Date,Amount,Merchant,Payment_Method
TXN993204,2024-02-03,370.37,Online Store,Debit Card
TXN140564,2024-01-23,478.85,Online Store,Credit Card
TXN762494,2024-02-18,315.83,Restaurant,UPI
TXN601007,2024-02-02,340.28,Supermarket,Cash
TXN315652,2024-01-11,221.08,Online Store,Credit Card
TXN449548,2024-02-09,362.77,Restaurant,Net Banking
TXN106986,2024-02-14,31.88,Restaurant,UPI
TXN255447,2024-01-04,34.61,Restaurant,Cash
TXN530081,2024-01-29,298.24,Restaurant,UPI
TXN615124,2024-02-03,294.72,Electronics,Credit Card
TXN470945,2024-01-28,130.84,Clothing,UPI
TXN477685,2024-02-13,405.6,Clothing,Cash
TXN590078,2024-02-10,226.78,Clothing,UPI
TXN452130,2024-01-27,387.45,Electronics,Credit Card
TXN940018,2024-01-14,138.83,Supermarket,UPI
TXN609863,2024-02-19,97.63,Online Store,Credit Card
TXN874697,2024-02-09,468.62,Restaurant,Debit Card
TXN374084,2024-01-23,261.93,Supermarket,Net Banking
TXN592945,2024-02-01,457.93,Electronics,Cash
TXN601592,2024-01-18,223.6,Supermarket,Net Banking
TXN883803,2024-01-15,162.75,Online Store,Credit Card
TXN440941,2024-01-02,497.12,Electronics,Cash
TXN149278,2024-01-06,90.75,Clothing,Cash
TXN207903,2024-01-08,61.32,Online Store,UPI
TXN643642,2024-01-20,300.81,Clothing,Net Banking
TXN361895,2024-02-20,173.89,Clothing,Net Banking
TXN890913,2024-01-22,265.32,Electronics,Credit Card
TXN893638,2024-01-21,493.25,Electronics,Net Banking
TXN607852,2024-01-04,176.27,Supermarket,Credit Card
TXN729536,2024-02-02,225.06,Electronics,Net Banking
TXN869708,2024-02-18,495.46,Supermarket,UPI
TXN870933,2024-02-17,31.15,Electronics,Credit Card
TXN428752,2024-01-25,153.84,Supermarket,Cash
TXN882244,2024-01-20,39.5,Supermarket,UPI
TXN814322,2024-02-06,80.78,Online Store,Credit Card
TXN428664,2024-01-15,301.84,Electronics,Net Banking
TXN795777,2024-01-26,215.32,Supermarket,UPI
TXN622938,2024-02-13,239.09,Electronics,Debit Card
TXN121668,2024-02-19,117.91,Restaurant,UPI
TXN147178,2024-01-15,395.01,Clothing,Net Banking
TXN693449,2024-01-16,23.87,Electronics,Cash
TXN178019,2024-02-03,485.82,Clothing,Credit Card
TXN240177,2024-01-01,362.16,Clothing,Debit Card
TXN559986,2024-01-14,326.53,Supermarket,Cash
TXN273695,2024-01-25,218.23,Supermarket,Credit Card
TXN631120,2024-02-15,15.2,Supermarket,Debit Card
TXN635903,2024-01-06,491.31,Supermarket,UPI
TXN825643,2024-01-10,107.78,Electronics,UPI
TXN376767,2024-01-02,313.19,Clothing,Cash
TXN217133,2024-02-12,177.14,Online Store,Net Banking
TXN886675,2024-01-31,260.31,Supermarket,Debit Card
TXN738269,2024-01-05,222.01,Electronics,Credit Card
TXN696090,2024-02-16,357.19,Online Store,UPI
TXN247775,2024-02-05,91.11,Supermarket,Cash
TXN349526,2024-01-23,175.67,Electronics,Credit Card
TXN374563,2024-01-04,359.37,Clothing,Debit Card
TXN702912,2024-02-15,153.51,Supermarket,Net Banking
TXN479931,2024-01-04,60.0,Online Store,Net Banking
TXN519215,2024-02-11,264.65,Restaurant,Credit Card
TXN798685,2024-01-23,145.91,Clothing,Net Banking
TXN969509,2024-02-05,355.54,Online Store,Net Banking
TXN797876,2024-01-23,490.61,Supermarket,UPI
TXN733390,2024-01-27,443.04,Online Store,Net Banking
TXN233499,2024-02-02,414.65,Electronics,Net Banking
TXN331399,2024-02-03,385.0,Supermarket,Net Banking
TXN787323,2024-01-30,488.28,Online Store,Net Banking
TXN635024,2024-02-05,42.3,Electronics,Debit Card
TXN937791,2024-01-18,290.68,Supermarket,Debit Card
TXN396762,2024-01-11,349.26,Restaurant,Cash
TXN811405,2024-02-10,245.0,Online Store,UPI
TXN272115,2024-01-11,66.63,Online Store,UPI
TXN442304,2024-01-22,244.49,Electronics,Credit Card
TXN170285,2024-02-17,310.47,Electronics,UPI
TXN637051,2024-01-24,480.74,Clothing,Credit Card
TXN615736,2024-01-14,133.65,Supermarket,UPI
TXN658897,2024-01-26,432.1,Clothing,Debit Card
TXN623139,2024-01-14,346.22,Restaurant,UPI
TXN773369,2024-01-29,33.08,Clothing,Credit Card
TXN145819,2024-01-03,439.41,Online Store,Net Banking
TXN284162,2024-01-16,329.75,Online Store,Cash
TXN992604,2024-01-13,440.33,Electronics,Credit Card
TXN759932,2024-01-02,334.41,Supermarket,Credit Card
TXN624433,2024-02-05,155.11,Clothing,UPI
TXN450206,2024-01-15,321.28,Supermarket,Debit Card
TXN340426,2024-01-04,239.15,Supermarket,Credit Card
TXN944836,2024-01-26,147.6,Supermarket,Net Banking
TXN691627,2024-02-14,480.63,Supermarket,Cash
TXN951595,2024-01-08,294.14,Clothing,UPI
TXN755824,2024-01-30,292.67,Restaurant,Net Banking
TXN213836,2024-01-02,266.2,Electronics,Net Banking
TXN398169,2024-02-07,238.17,Electronics,Cash
TXN885911,2024-01-08,61.42,Supermarket,Credit Card
TXN961025,2024-02-10,258.84,Electronics,UPI
TXN567044,2024-02-17,22.92,Supermarket,Cash
TXN140942,2024-02-04,155.67,Supermarket,UPI
TXN456912,2024-01-08,364.19,Clothing,Cash
TXN378996,2024-02-05,60.49,Online Store,Debit Card
TXN474028,2024-01-15,244.09,Supermarket,Credit Card
TXN836096,2024-02-06,377.36,Clothing,Net Banking
TXN950469,2024-02-15,208.06,Supermarket,Credit Card
TXN193261,2024-01-27,203.42,Online Store,Cash
TXN945521,2024-01-29,442.55,Supermarket,Cash
TXN207957,2024-01-07,135.75,Supermarket,Credit Card
TXN223407,2024-01-27,35.81,Clothing,Net Banking
TXN712909,2024-01-06,434.05,Supermarket,Cash
TXN997680,2024-02-18,287.48,Electronics,Cash
TXN374389,2024-01-08,342.84,Restaurant,Net Banking
TXN431934,2024-02-04,246.34,Supermarket,UPI
TXN326607,2024-01-13,340.6,Electronics,Cash
TXN335294,2024-01-30,147.43,Online Store,Net Banking
TXN444687,2024-02-05,382.74,Restaurant,UPI
TXN778391,2024-01-10,481.18,Online Store,Debit Card
TXN532400,2024-01-25,228.12,Supermarket,Net Banking
TXN664028,2024-02-16,230.88,Electronics,Cash
TXN694416,2024-01-30,15.59,Online Store,Cash
TXN978985,2024-01-23,496.66,Restaurant,Debit Card
TXN139366,2024-01-10,35.72,Electronics,Cash
TXN897299,2024-01-26,288.18,Clothing,Cash
TXN678190,2024-01-11,482.41,Restaurant,Debit Card
TXN238648,2024-01-01,420.3,Online Store,Cash
TXN310601,2024-02-13,287.77,Online Store,UPI
TXN200646,2024-02-17,315.21,Online Store,Debit Card
TXN396892,2024-01-23,434.28,Clothing,Net Banking
TXN822099,2024-02-14,113.0,Clothing,UPI
TXN383454,2024-01-22,252.41,Restaurant,Cash
TXN105551,2024-01-13,100.31,Electronics,Credit Card
TXN749729,2024-01-20,64.43,Supermarket,UPI
TXN829327,2024-01-27,180.15,Online Store,UPI
TXN688376,2024-01-22,484.39,Restaurant,UPI
TXN644619,2024-02-12,462.41,Supermarket,Credit Card
TXN524804,2024-01-04,421.87,Online Store,Cash
TXN262761,2024-01-09,391.87,Supermarket,Debit Card
TXN428163,2024-02-06,69.28,Restaurant,UPI
TXN731271,2024-01-22,373.8,Online Store,Cash
TXN502677,2024-02-12,198.13,Restaurant,Credit Card
TXN981897,2024-01-14,250.81,Supermarket,Debit Card
TXN101586,2024-01-12,97.54,Electronics,Credit Card
TXN865284,2024-01-29,123.64,Online Store,Cash
TXN440873,2024-01-13,16.96,Supermarket,Debit Card
TXN117940,2024-02-09,411.75,Restaurant,Debit Card
TXN133558,2024-01-02,150.15,Supermarket,Debit Card
TXN792689,2024-02-05,415.87,Restaurant,Cash
TXN525013,2024-01-16,192.82,Clothing,Credit Card
TXN391356,2024-01-02,255.94,Supermarket,UPI
TXN540546,2024-01-28,463.16,Clothing,UPI
TXN162654,2024-01-20,116.51,Electronics,Net Banking
TXN635507,2024-02-17,180.7,Restaurant,Credit Card
TXN234373,2024-02-01,381.49,Restaurant,Cash
TXN450343,2024-01-12,47.52,Online Store,Credit Card
TXN286594,2024-01-26,259.76,Clothing,UPI
TXN587080,2024-01-09,453.82,Restaurant,Debit Card
TXN897658,2024-01-30,305.15,Online Store,Cash
TXN338016,2024-02-20,204.72,Restaurant,UPI
TXN512347,2024-01-23,90.93,Electronics,Cash
TXN148848,2024-02-09,284.56,Supermarket,Net Banking
TXN506765,2024-01-26,131.6,Clothing,UPI
TXN120203,2024-01-08,421.52,Electronics,Cash
TXN401818,2024-01-15,156.76,Clothing,UPI
TXN734174,2024-02-05,408.27,Online Store,Debit Card
TXN470775,2024-02-06,157.62,Electronics,Net Banking
TXN149548,2024-01-31,460.99,Restaurant,Cash
TXN704088,2024-01-24,255.65,Clothing,Net Banking
TXN706135,2024-01-15,166.79,Online Store,Net Banking
TXN129024,2024-01-03,142.82,Electronics,UPI
TXN114936,2024-01-29,412.98,Restaurant,Cash
TXN533972,2024-01-21,94.61,Clothing,Net Banking
TXN150455,2024-01-10,397.8,Clothing,Credit Card
TXN747876,2024-01-15,373.0,Electronics,Net Banking
TXN786872,2024-01-30,277.99,Online Store,Net Banking
TXN348835,2024-01-23,463.41,Clothing,Net Banking
TXN319616,2024-01-27,470.38,Electronics,Cash
TXN702807,2024-01-23,334.01,Electronics,UPI
TXN671444,2024-01-12,97.5,Supermarket,UPI
TXN614254,2024-02-10,204.19,Restaurant,Debit Card
TXN635642,2024-02-16,358.69,Supermarket,Debit Card
TXN130193,2024-01-02,212.83,Restaurant,UPI
TXN159833,2024-02-09,98.46,Restaurant,Debit Card
TXN917695,2024-01-31,417.53,Restaurant,Debit Card
TXN372831,2024-02-18,459.52,Clothing,UPI
TXN273946,2024-01-29,477.93,Restaurant,UPI
TXN161564,2024-01-29,24.35,Supermarket,UPI
TXN572335,2024-02-04,447.03,Restaurant,Debit Card
TXN823577,2024-01-17,29.01,Online Store,Credit Card
TXN198958,2024-01-08,367.53,Supermarket,Credit Card
TXN923241,2024-01-13,395.9,Restaurant,Cash
TXN370023,2024-01-15,455.26,Electronics,Debit Card
TXN305801,2024-02-15,393.28,Restaurant,Credit Card
TXN602606,2024-02-15,130.47,Online Store,Cash
TXN687725,2024-01-30,26.1,Restaurant,Cash
TXN123275,2024-01-14,265.16,Online Store,UPI
TXN766251,2024-02-05,328.54,Online Store,Net Banking
TXN119258,2024-01-07,96.3,Restaurant,Debit Card
TXN337979,2024-01-17,443.9,Restaurant,Cash
TXN536211,2024-01-30,147.76,Supermarket,Debit Card
TXN621653,2024-01-07,108.52,Restaurant,Debit Card
TXN750975,2024-01-23,318.57,Restaurant,UPI
TXN501721,2024-02-09,333.9,Electronics,Credit Card
TXN887772,2024-02-20,257.28,Electronics,Net Banking
TXN376999,2024-01-31,266.03,Online Store,Cash
TXN508279,2024-01-30,487.76,Electronics,Debit Card
TXN112005,2024-01-15,299.37,Online Store,Net Banking
TXN349262,2024-02-15,191.0,Restaurant,Cash
TXN654771,2024-01-23,294.69,Electronics,UPI
TXN564629,2024-02-14,262.7,Restaurant,Credit Card
TXN652673,2024-01-17,412.01,Clothing,Cash
TXN292753,2024-01-09,461.85,Online Store,Debit Card
TXN911165,2024-01-17,74.74,Online Store,Net Banking
TXN515153,2024-02-17,468.54,Online Store,Cash
TXN934687,2024-01-27,407.77,Restaurant,Net Banking
TXN370983,2024-02-18,450.94,Electronics,Net Banking
TXN792018,2024-01-20,99.13,Electronics,Cash
TXN490562,2024-02-14,59.79,Online Store,Net Banking
TXN468491,2024-01-22,404.5,Electronics,Net Banking
TXN777605,2024-01-30,77.03,Clothing,UPI
TXN860963,2024-01-06,85.88,Electronics,Net Banking
TXN254184,2024-01-22,265.02,Electronics,UPI
TXN697051,2024-01-27,445.14,Supermarket,Credit Card
TXN198730,2024-02-16,118.76,Electronics,Debit Card
TXN205407,2024-01-02,458.62,Supermarket,UPI
TXN307373,2024-01-27,387.65,Online Store,Cash
TXN458515,2024-02-17,44.37,Restaurant,Cash
TXN862438,2024-02-02,86.34,Restaurant,Cash
TXN146858,2024-01-12,63.27,Online Store,Net Banking
TXN884002,2024-01-25,125.14,Restaurant,Net Banking
TXN953562,2024-01-28,445.1,Clothing,Debit Card
TXN555377,2024-01-16,58.11,Clothing,Cash
TXN517801,2024-01-15,81.72,Supermarket,Credit Card
TXN402994,2024-02-20,378.99,Restaurant,Debit Card
TXN257316,2024-02-15,336.79,Clothing,Cash
TXN134004,2024-01-11,234.98,Supermarket,UPI
TXN582043,2024-01-13,299.94,Electronics,Credit Card
TXN561532,2024-01-23,447.8,Clothing,Cash
TXN857308,2024-01-07,376.25,Clothing,Net Banking
TXN291433,2024-02-06,360.14,Clothing,Net Banking
TXN418891,2024-01-11,498.46,Restaurant,UPI
TXN454967,2024-01-06,297.15,Restaurant,Net Banking
TXN910059,2024-01-01,355.25,Electronics,UPI
TXN682606,2024-01-11,406.53,Supermarket,UPI
TXN328691,2024-02-01,255.3,Restaurant,Debit Card
TXN472158,2024-02-10,400.99,Supermarket,UPI
TXN862852,2024-02-19,268.02,Clothing,Credit Card
TXN388340,2024-02-17,199.7,Online Store,Net Banking
TXN354766,2024-01-23,449.3,Electronics,Cash
TXN385159,2024-01-04,469.43,Restaurant,Debit Card
TXN646744,2024-01-11,410.81,Restaurant,Net Banking
TXN246791,2024-01-13,479.34,Electronics,Credit Card
TXN241445,2024-01-24,306.34,Electronics,Debit Card
TXN980723,2024-01-29,480.72,Supermarket,UPI
TXN220863,2024-01-12,438.08,Online Store,Debit Card
TXN149918,2024-01-06,489.86,Online Store,Net Banking
TXN151249,2024-02-15,396.61,Restaurant,Net Banking
TXN947864,2024-01-02,412.1,Online Store,Net Banking
TXN738908,2024-01-09,226.14,Electronics,Cash
TXN236352,2024-02-06,180.51,Clothing,UPI
TXN972959,2024-01-16,454.28,Restaurant,UPI
TXN994435,2024-01-22,48.44,Online Store,Cash
TXN733866,2024-01-09,344.08,Restaurant,Debit Card
TXN922729,2024-02-12,50.48,Supermarket,Debit Card
TXN327659,2024-01-06,293.67,Restaurant,Credit Card
TXN436713,2024-01-31,240.69,Clothing,Net Banking
TXN106484,2024-01-18,383.69,Clothing,Net Banking
TXN630153,2024-01-24,384.29,Supermarket,Cash
TXN713819,2024-01-13,70.02,Electronics,UPI
TXN672180,2024-01-10,130.51,Clothing,Cash
TXN235941,2024-01-06,187.82,Restaurant,Cash
TXN938370,2024-01-15,72.87,Electronics,UPI
TXN714786,2024-02-12,263.21,Clothing,Net Banking
TXN827870,2024-01-10,456.24,Supermarket,UPI
TXN712606,2024-02-09,395.93,Clothing,Cash
TXN831661,2024-01-14,216.89,Restaurant,Net Banking
TXN494356,2024-02-03,158.55,Restaurant,Net Banking
TXN155314,2024-02-12,208.48,Clothing,UPI
TXN654024,2024-02-14,299.84,Electronics,UPI
TXN600050,2024-01-02,483.65,Online Store,Debit Card
TXN463948,2024-02-08,494.92,Electronics,Debit Card
TXN369453,2024-02-12,446.57,Electronics,Cash
TXN304968,2024-01-08,345.27,Clothing,Credit Card
TXN627749,2024-01-04,52.15,Online Store,Cash
TXN909834,2024-01-20,138.37,Clothing,Debit Card
TXN810045,2024-02-12,372.24,Clothing,UPI
TXN481682,2024-02-08,306.3,Supermarket,Debit Card
TXN487347,2024-01-31,383.97,Electronics,UPI
TXN770504,2024-01-17,187.0,Restaurant,UPI
TXN192752,2024-01-12,248.82,Electronics,Debit Card
TXN988010,2024-01-04,137.99,Supermarket,Credit Card
TXN539234,2024-01-28,445.88,Online Store,Credit Card
TXN184515,2024-01-24,472.74,Online Store,UPI
TXN741121,2024-01-15,483.59,Electronics,Net Banking
TXN668771,2024-02-17,479.83,Electronics,Credit Card
TXN252639,2024-01-16,179.39,Electronics,UPI
TXN898817,2024-01-01,161.49,Restaurant,Credit Card
TXN253809,2024-01-26,146.63,Clothing,Credit Card
TXN549934,2024-02-09,366.62,Supermarket,UPI
TXN641448,2024-02-06,453.61,Restaurant,UPI
TXN391252,2024-01-29,65.02,Supermarket,Cash
TXN722863,2024-02-15,238.38,Clothing,UPI
TXN926481,2024-02-01,468.06,Online Store,Net Banking
TXN801367,2024-02-15,452.86,Electronics,Debit Card
TXN720317,2024-01-02,194.56,Supermarket,UPI
TXN743331,2024-01-18,331.59,Restaurant,Credit Card
TXN352014,2024-01-14,27.03,Electronics,Cash
TXN650906,2024-01-23,18.19,Clothing,UPI
TXN975474,2024-02-13,299.9,Online Store,Debit Card
TXN107909,2024-02-11,83.16,Online Store,Cash
TXN187398,2024-01-29,342.44,Supermarket,Debit Card
TXN675954,2024-01-09,157.13,Clothing,Credit Card
TXN294495,2024-01-17,8.8,Electronics,UPI
TXN208382,2024-01-12,181.88,Supermarket,Debit Card
TXN513681,2024-01-30,340.4,Online Store,Debit Card
TXN949210,2024-02-13,291.44,Electronics,Net Banking
TXN844175,2024-01-13,309.34,Electronics,Net Banking
TXN988150,2024-02-19,392.03,Electronics,Net Banking
TXN544345,2024-01-11,39.23,Restaurant,Debit Card
TXN943962,2024-02-03,477.35,Online Store,Debit Card
TXN109937,2024-01-18,415.76,Supermarket,Cash
TXN412217,2024-01-09,143.15,Restaurant,Credit Card
TXN245679,2024-01-22,32.22,Clothing,Net Banking
TXN183286,2024-01-12,122.01,Restaurant,Net Banking
TXN807870,2024-02-09,22.55,Clothing,Debit Card
TXN193105,2024-01-04,191.06,Restaurant,Cash
TXN694710,2024-01-19,136.87,Clothing,Net Banking
TXN458521,2024-01-21,114.22,Restaurant,Credit Card
TXN190832,2024-01-24,469.77,Online Store,Net Banking
TXN407941,2024-01-25,84.46,Online Store,Credit Card
TXN965245,2024-01-07,124.68,Supermarket,UPI
TXN599860,2024-02-20,331.18,Restaurant,Credit Card
TXN542935,2024-02-03,410.21,Restaurant,Net Banking
TXN642705,2024-01-29,341.82,Clothing,Net Banking
TXN604139,2024-01-16,109.16,Supermarket,Cash
TXN964764,2024-01-10,395.35,Clothing,Credit Card
TXN603524,2024-01-24,45.23,Electronics,UPI
TXN333003,2024-01-06,373.19,Clothing,Debit Card
TXN851443,2024-02-20,231.32,Electronics,Debit Card
TXN754272,2024-02-14,150.26,Online Store,Net Banking
TXN705190,2024-02-15,453.88,Clothing,Debit Card
TXN247427,2024-02-11,375.32,Clothing,UPI
TXN312122,2024-02-13,73.33,Electronics,Debit Card
TXN201081,2024-01-20,89.89,Supermarket,Cash
TXN816174,2024-01-17,339.67,Electronics,Net Banking
TXN148436,2024-01-08,397.84,Supermarket,Cash
TXN761927,2024-01-12,478.54,Electronics,Net Banking
TXN782084,2024-01-21,411.32,Restaurant,Credit Card
TXN981730,2024-01-24,466.58,Online Store,Cash
TXN327331,2024-02-13,108.29,Restaurant,Credit Card
TXN277746,2024-01-17,368.42,Online Store,Net Banking
TXN101034,2024-01-16,361.72,Online Store,Debit Card
TXN265086,2024-01-05,126.12,Restaurant,Credit Card
TXN116355,2024-01-16,136.9,Restaurant,Debit Card
TXN926229,2024-01-29,212.36,Online Store,Debit Card
TXN712852,2024-02-20,422.19,Clothing,Credit Card
TXN238780,2024-02-13,196.48,Supermarket,Cash
TXN647465,2024-02-03,58.77,Online Store,Credit Card
TXN409873,2024-01-17,409.65,Restaurant,Credit Card
TXN463010,2024-02-20,165.17,Clothing,Net Banking
TXN394169,2024-01-05,273.88,Restaurant,UPI
TXN756868,2024-01-18,135.21,Supermarket,UPI
TXN295529,2024-01-30,418.56,Clothing,Cash
TXN666749,2024-02-05,405.97,Electronics,Credit Card
TXN281269,2024-01-06,40.64,Supermarket,UPI
TXN400736,2024-01-01,74.32,Online Store,Cash
TXN969106,2024-02-16,276.17,Clothing,UPI
TXN575015,2024-02-04,284.22,Restaurant,Credit Card
TXN991898,2024-01-30,158.06,Electronics,Cash
TXN985106,2024-01-17,135.06,Supermarket,Credit Card
TXN921106,2024-02-19,209.43,Supermarket,Cash
TXN719668,2024-01-07,98.83,Electronics,Net Banking
TXN248983,2024-01-13,108.01,Clothing,Credit Card
TXN496781,2024-02-15,469.55,Online Store,Credit Card
TXN405452,2024-02-12,99.5,Supermarket,Credit Card
TXN507610,2024-02-20,325.63,Supermarket,Net Banking
TXN242797,2024-01-15,102.38,Clothing,Credit Card
TXN655049,2024-01-05,497.62,Electronics,Credit Card
TXN317275,2024-01-18,246.48,Clothing,Credit Card
TXN696022,2024-01-21,17.41,Clothing,UPI
TXN546305,2024-02-20,409.72,Restaurant,Credit Card
TXN875059,2024-01-21,303.15,Electronics,UPI
TXN450647,2024-01-16,375.51,Clothing,Net Banking
TXN172694,2024-01-27,174.94,Online Store,UPI
TXN471537,2024-01-31,211.76,Supermarket,Credit Card
TXN134567,2024-01-17,122.2,Clothing,UPI
TXN875893,2024-02-10,338.56,Electronics,Credit Card
TXN818394,2024-01-26,37.43,Clothing,Net Banking
TXN543745,2024-02-03,319.1,Electronics,UPI
TXN466939,2024-01-27,329.19,Restaurant,Net Banking
TXN507845,2024-01-27,195.84,Electronics,Net Banking
TXN847063,2024-02-07,68.11,Restaurant,Debit Card
TXN966790,2024-01-31,31.49,Supermarket,Debit Card
TXN451243,2024-02-12,182.61,Clothing,UPI
TXN634552,2024-01-13,351.14,Supermarket,Cash
TXN263163,2024-02-11,213.05,Restaurant,Cash
TXN222143,2024-01-28,332.52,Online Store,Debit Card
TXN101789,2024-02-12,45.09,Electronics,Debit Card
TXN275166,2024-01-20,46.41,Supermarket,Net Banking
TXN559679,2024-01-23,441.43,Online Store,Credit Card
TXN423684,2024-02-07,142.98,Clothing,Cash
TXN708554,2024-02-09,486.31,Supermarket,Net Banking
TXN451619,2024-02-20,454.84,Electronics,Credit Card
TXN238808,2024-02-16,110.24,Online Store,Debit Card
TXN992292,2024-02-16,259.57,Restaurant,Net Banking
TXN299763,2024-02-05,303.83,Electronics,Cash
TXN315727,2024-01-04,14.98,Clothing,UPI
TXN967161,2024-01-09,436.64,Supermarket,UPI
TXN244453,2024-01-13,46.49,Restaurant,Debit Card
TXN873782,2024-02-14,332.02,Online Store,Cash
TXN972206,2024-01-31,216.44,Online Store,UPI
TXN440165,2024-02-16,220.7,Restaurant,Credit Card
TXN939356,2024-01-28,451.05,Restaurant,Cash
TXN951371,2024-02-04,129.06,Clothing,Net Banking
TXN607680,2024-01-21,212.81,Restaurant,Credit Card
TXN327836,2024-02-16,341.23,Electronics,Credit Card
TXN373190,2024-02-01,72.06,Online Store,UPI
TXN911600,2024-02-13,113.29,Clothing,Debit Card
TXN933832,2024-01-19,230.94,Clothing,UPI
TXN151963,2024-02-03,203.8,Restaurant,Cash
TXN910828,2024-02-19,27.79,Restaurant,Debit Card
TXN427167,2024-01-11,56.91,Clothing,UPI
TXN682595,2024-02-18,33.83,Supermarket,Credit Card
TXN186240,2024-01-23,264.7,Online Store,Debit Card
TXN201761,2024-02-06,124.31,Electronics,Debit Card
TXN871358,2024-02-03,105.39,Clothing,UPI
TXN349992,2024-01-03,251.54,Supermarket,Debit Card
TXN359988,2024-01-02,305.41,Clothing,Debit Card
TXN635256,2024-01-08,300.35,Electronics,Credit Card
TXN623530,2024-01-06,375.48,Electronics,UPI
TXN384289,2024-01-31,406.39,Electronics,Cash
TXN723195,2024-01-14,202.44,Restaurant,Net Banking
TXN778209,2024-01-02,231.18,Online Store,Credit Card
TXN347738,2024-02-11,56.46,Clothing,Credit Card
TXN804717,2024-02-15,230.67,Restaurant,Net Banking
TXN601480,2024-01-27,381.86,Restaurant,Cash
TXN561110,2024-01-25,316.99,Clothing,Debit Card
TXN813722,2024-02-13,49.73,Restaurant,Credit Card
TXN843274,2024-01-29,50.1,Restaurant,Credit Card
TXN366672,2024-01-23,260.32,Electronics,Cash
TXN262441,2024-01-22,49.1,Restaurant,Credit Card
TXN456592,2024-01-11,483.09,Supermarket,Debit Card
TXN131280,2024-01-24,32.65,Clothing,Cash
TXN104139,2024-02-18,71.87,Clothing,UPI
TXN829838,2024-01-09,165.65,Restaurant,Net Banking
TXN841545,2024-01-11,347.66,Clothing,UPI
TXN625788,2024-01-03,315.09,Supermarket,Credit Card
TXN758971,2024-02-14,173.52,Electronics,Debit Card
TXN761233,2024-02-16,27.46,Clothing,Debit Card
TXN338748,2024-01-05,261.43,Restaurant,UPI
TXN455995,2024-01-23,446.13,Clothing,Debit Card
TXN848375,2024-02-19,245.41,Electronics,Debit Card
TXN162091,2024-01-25,247.85,Electronics,Net Banking
TXN852724,2024-02-08,308.06,Clothing,Net Banking
TXN621948,2024-01-15,435.3,Online Store,Credit Card
TXN988705,2024-01-26,145.6,Supermarket,Cash
TXN808183,2024-02-11,80.93,Restaurant,Cash
TXN356235,2024-01-23,498.52,Online Store,Cash
TXN410248,2024-01-12,39.49,Supermarket,Debit Card
TXN670072,2024-02-15,68.34,Electronics,UPI
TXN151188,2024-01-22,274.55,Restaurant,Cash
TXN169789,2024-01-14,178.51,Restaurant,Debit Card
TXN743113,2024-01-08,195.15,Electronics,Debit Card
TXN468148,2024-01-12,165.1,Electronics,Credit Card
TXN637566,2024-01-23,124.17,Supermarket,Credit Card
TXN355609,2024-01-12,191.81,Restaurant,Net Banking
TXN291900,2024-01-26,382.38,Clothing,Net Banking
TXN103859,2024-02-04,210.18,Electronics,Debit Card
TXN303120,2024-01-24,213.92,Supermarket,Cash
TXN311158,2024-02-14,455.57,Online Store,Net Banking
TXN108668,2024-02-16,106.36,Clothing,Net Banking
TXN395153,2024-02-19,410.24,Restaurant,Debit Card
TXN505241,2024-01-30,38.08,Supermarket,Debit Card
TXN580903,2024-02-06,327.34,Restaurant,Cash
TXN679758,2024-02-02,307.17,Supermarket,UPI
TXN523967,2024-01-20,294.61,Clothing,Debit Card
TXN491445,2024-02-01,191.36,Online Store,UPI
TXN958589,2024-01-10,404.99,Online Store,Debit Card
TXN613504,2024-01-04,374.22,Supermarket,Credit Card
TXN545401,2024-01-16,433.76,Supermarket,Cash
TXN617601,2024-02-12,197.89,Restaurant,Cash
TXN840907,2024-01-03,327.36,Electronics,Debit Card
TXN666170,2024-02-14,165.64,Restaurant,Net Banking
TXN731442,2024-02-05,389.8,Clothing,Net Banking
TXN325180,2024-01-24,447.94,Clothing,Credit Card
TXN166614,2024-01-26,236.8,Online Store,Credit Card
TXN169008,2024-02-05,157.55,Supermarket,Credit Card
TXN138149,2024-02-10,301.43,Supermarket,Credit Card
TXN343947,2024-01-31,340.47,Supermarket,Debit Card
TXN544868,2024-01-19,346.97,Online Store,Credit Card
TXN813785,2024-01-29,268.75,Electronics,Cash
TXN556228,2024-01-28,239.69,Online Store,UPI
TXN389028,2024-02-07,265.68,Restaurant,Debit Card
TXN111793,2024-01-15,332.91,Supermarket,Net Banking
TXN223428,2024-01-07,186.16,Clothing,Net Banking
TXN454501,2024-02-12,184.4,Restaurant,Cash
TXN159101,2024-01-07,486.63,Supermarket,Cash
TXN682671,2024-01-03,465.56,Restaurant,Cash
TXN535815,2024-01-27,348.31,Electronics,UPI
TXN997018,2024-01-03,325.53,Electronics,Debit Card
TXN771716,2024-01-24,292.8,Online Store,Net Banking
TXN226100,2024-01-11,13.04,Electronics,Cash
